State,Total_Confirmed,Total_Cured,Total_Death,DATE,Total_confirmed2,Confirmed_cases_on_this_day,Recovered_cases_on_this_day,Death_cases_on_this_day
Uttarakhand,68215,62543,1107,16-11-2020,68215,213,60,5
Uttar Pradesh,511304,480965,7372,16-11-2020,511304,1401,1783,18
West Bengal,431551,394576,7661,16-11-2020,431551,3053,4480,51
Andaman and Nicobar Islands,4557,4346,61,17-11-2020,4557,21,16,0
Andhra Pradesh,854764,829991,6881,17-11-2020,854764,753,1507,13
Arunachal Pradesh,15868,14588,48,17-11-2020,15868,56,88,0
Assam,210454,206044,964,17-11-2020,210454,186,405,1
Bihar,226417,220007,1189,17-11-2020,226417,516,744,5
Chandigarh,15886,14584,250,17-11-2020,15886,82,116,2
Chhattisgarh,211644,190463,2604,17-11-2020,211644,1110,1594,26
Dadra and Nagar Haveli and Daman and Diu,3294,3273,2,17-11-2020,3294,3,6,0
Delhi,489202,441361,7713,17-11-2020,489202,3797,3560,99
Goa,46028,43941,663,17-11-2020,46028,125,285,1
Gujarat,189236,172972,3808,17-11-2020,189236,926,1040,5
Haryana,202027,180647,2038,17-11-2020,202027,2153,2349,19
Himachal Pradesh,30156,22931,450,17-11-2020,30156,443,539,8
Jammu and Kashmir,103009,95824,1597,17-11-2020,103009,390,482,8
Jharkhand,106230,102548,928,17-11-2020,106230,166,360,4
Karnataka,862804,825141,11541,17-11-2020,862804,1157,2188,12
Kerala,527708,454774,1888,17-11-2020,527708,2710,6567,19
Ladakh,7493,6456,93,17-11-2020,7493,97,71,4
Lakshadweep,0,0,0,17-11-2020,0,0,0,0
Madhya Pradesh,184524,172436,3092,17-11-2020,184524,597,745,2
Maharashtra,1749777,1618380,46034,17-11-2020,1749777,2535,3001,60
Manipur,22049,18832,224,17-11-2020,22049,178,239,3
Meghalaya,10706,9672,101,17-11-2020,10706,41,78,1
Mizoram,3444,2915,5,17-11-2020,3444,48,39,1
Nagaland,10025,8959,53,17-11-2020,10025,140,46,1
Odisha,309408,299159,1543,17-11-2020,309408,749,1297,16
Puducherry,36337,34827,608,17-11-2020,36337,13,95,0
Punjab,142082,132001,4480,17-11-2020,142082,424,570,22
Rajasthan,227986,207224,2078,17-11-2020,227986,2169,1810,12
Sikkim,4521,4137,91,17-11-2020,4521,23,12,2
Tamil Nadu,759916,732656,11495,17-11-2020,759916,1725,2384,17
Telangana,258828,243686,1410,17-11-2020,258828,952,1602,3
Tripura,32039,30631,364,17-11-2020,32039,77,76,0
Uttarakhand,68458,63158,1116,17-11-2020,68458,243,615,9
Uttar Pradesh,512850,482854,7393,17-11-2020,512850,1546,1889,21
West Bengal,434563,398952,7714,17-11-2020,434563,3012,4376,53
Andaman and Nicobar Islands,4574,4363,61,18-11-2020,4574,17,17,0
Andhra Pradesh,856159,832284,6890,18-11-2020,856159,1395,2293,9
Arunachal Pradesh,15904,14644,48,18-11-2020,15904,36,56,0
Assam,210696,206401,966,18-11-2020,210696,242,357,2
Bihar,227018,220668,1194,18-11-2020,227018,601,661,5
Chandigarh,16022,14744,252,18-11-2020,16022,136,160,2
Chhattisgarh,213365,192181,2623,18-11-2020,213365,1721,1718,19
Dadra and Nagar Haveli and Daman and Diu,3297,3274,2,18-11-2020,3297,3,1,0
Delhi,495598,445782,7812,18-11-2020,495598,6396,4421,99
Goa,46182,44132,667,18-11-2020,46182,154,191,4
Gujarat,190361,174088,3815,18-11-2020,190361,1125,1116,7
Haryana,204477,183261,2063,18-11-2020,204477,2450,2614,25
Himachal Pradesh,30740,23506,462,18-11-2020,30740,584,575,12
Jammu and Kashmir,103581,96392,1604,18-11-2020,103581,572,568,7
Jharkhand,106491,102891,931,18-11-2020,106491,261,343,3
Karnataka,864140,827241,11557,18-11-2020,864140,1336,2100,16
Kerala,533500,461394,1915,18-11-2020,533500,5792,6620,27
Ladakh,7563,6539,94,18-11-2020,7563,70,83,1
Lakshadweep,0,0,0,18-11-2020,0,0,0,0
Madhya Pradesh,185446,173284,3102,18-11-2020,185446,922,848,10
Maharashtra,1752509,1623503,46102,18-11-2020,1752509,2732,5123,68
Manipur,22208,19065,225,18-11-2020,22208,159,233,1
Meghalaya,10791,9955,102,18-11-2020,10791,85,283,1
Mizoram,3481,2972,5,18-11-2020,3481,37,57,0
Nagaland,10188,8997,53,18-11-2020,10188,163,38,0
Odisha,310052,300474,1560,18-11-2020,310052,644,1315,17
Puducherry,36409,34958,608,18-11-2020,36409,72,131,0
Punjab,142597,132266,4510,18-11-2020,142597,515,265,30
Rajasthan,230180,209058,2089,18-11-2020,230180,2194,1834,11
Sikkim,4548,4144,92,18-11-2020,4548,27,7,1
Tamil Nadu,761568,734970,11513,18-11-2020,761568,1652,2314,18
Telangana,259776,245293,1415,18-11-2020,259776,948,1607,5
Tripura,32112,30750,364,18-11-2020,32112,73,119,0
Uttarakhand,68887,63603,1119,18-11-2020,68887,429,445,3
Uttar Pradesh,514270,484692,7412,18-11-2020,514270,1420,1838,19
West Bengal,438217,403340,7766,18-11-2020,438217,3654,4388,52
Andaman and Nicobar Islands,4593,4378,61,19-11-2020,4593,19,15,0
Andhra Pradesh,857395,833980,6899,19-11-2020,857395,1236,1696,9
Arunachal Pradesh,15945,14715,48,19-11-2020,15945,41,71,0
Assam,210865,206611,969,19-11-2020,210865,169,210,3
Bihar,227822,221272,1201,19-11-2020,227822,804,604,7
Chandigarh,16167,14833,253,19-11-2020,16167,145,89,1
Chhattisgarh,215413,193997,2646,19-11-2020,215413,2048,1816,23
Dadra and Nagar Haveli and Daman and Diu,3305,3274,2,19-11-2020,3305,8,0,0
Delhi,503084,452683,7943,19-11-2020,503084,7486,6901,131
Goa,46344,44310,670,19-11-2020,46344,162,178,3
Gujarat,191642,175362,3823,19-11-2020,191642,1281,1274,8
Haryana,207039,185403,2093,19-11-2020,207039,2562,2142,30
Himachal Pradesh,31401,24025,475,19-11-2020,31401,661,519,13
Jammu and Kashmir,104155,96972,1613,19-11-2020,104155,574,580,9
Jharkhand,106742,103171,934,19-11-2020,106742,251,280,3
Karnataka,865931,829188,11578,19-11-2020,865931,1791,1947,21
Kerala,539919,468460,1943,19-11-2020,539919,6419,7066,28
Ladakh,7623,6605,94,19-11-2020,7623,60,66,0
Lakshadweep,0,0,0,19-11-2020,0,0,0,0
Madhya Pradesh,186655,174202,3115,19-11-2020,186655,1209,918,13
Maharashtra,1757520,1630111,46202,19-11-2020,1757520,5011,6608,100
Manipur,22318,19259,231,19-11-2020,22318,110,194,6
Meghalaya,10870,10014,103,19-11-2020,10870,79,59,1
Mizoram,3513,3021,5,19-11-2020,3513,32,49,0
Nagaland,10366,9057,54,19-11-2020,10366,178,60,1
Odisha,310920,301777,1575,19-11-2020,310920,868,1303,15
Puducherry,36465,35152,608,19-11-2020,36465,56,194,0
Punjab,143395,132917,4541,19-11-2020,143395,798,651,31
Rajasthan,232358,210779,2101,19-11-2020,232358,2178,1721,12
Sikkim,4577,4182,95,19-11-2020,4577,29,38,3
Tamil Nadu,763282,737281,11531,19-11-2020,763282,1714,2311,18
Telangana,260834,246733,1419,19-11-2020,260834,1058,1440,4
Tripura,32217,30856,364,19-11-2020,32217,105,106,0
Uttarakhand,69307,64032,1128,19-11-2020,69307,420,429,9
Uttar Pradesh,516616,487221,7441,19-11-2020,516616,2346,2529,29
West Bengal,441885,407769,7820,19-11-2020,441885,3668,4429,54
Andaman and Nicobar Islands,4604,4398,61,20-11-2020,4604,11,20,0
Andhra Pradesh,858711,835801,6910,20-11-2020,858711,1316,1821,11
Arunachal Pradesh,15976,14800,49,20-11-2020,15976,31,85,1
Assam,211040,206878,969,20-11-2020,211040,175,267,0
Bihar,228511,221924,1209,20-11-2020,228511,689,652,8
Chandigarh,16322,14963,254,20-11-2020,16322,155,130,1
Chhattisgarh,217562,195469,2672,20-11-2020,217562,2149,1472,26
Dadra and Nagar Haveli and Daman and Diu,3307,3274,2,20-11-2020,3307,2,0,0
Delhi,510630,459368,8041,20-11-2020,510630,7546,6685,98
Goa,46480,44467,670,20-11-2020,46480,136,157,0
Gujarat,192982,176475,3830,20-11-2020,192982,1340,1113,7
Haryana,209251,187559,2113,20-11-2020,209251,2212,2156,20
Himachal Pradesh,32197,24729,488,20-11-2020,32197,796,704,13
Jammu and Kashmir,104715,97537,1618,20-11-2020,104715,560,565,5
Jharkhand,106972,103435,937,20-11-2020,106972,230,264,3
Karnataka,867780,830988,11604,20-11-2020,867780,1849,1800,26
Kerala,545641,475320,1969,20-11-2020,545641,5722,6860,26
Ladakh,7714,6619,95,20-11-2020,7714,91,14,1
Lakshadweep,0,0,0,20-11-2020,0,0,0,0
Madhya Pradesh,188018,175089,3129,20-11-2020,188018,1363,887,14
Maharashtra,1763055,1635971,46356,20-11-2020,1763055,5535,5860,154
Manipur,22548,19431,231,20-11-2020,22548,230,172,0
Meghalaya,10979,10074,104,20-11-2020,10979,109,60,1
Mizoram,3541,3025,5,20-11-2020,3541,28,4,0
Nagaland,10460,9110,54,20-11-2020,10460,94,53,0
Odisha,311788,302796,1592,20-11-2020,311788,868,1019,17
Puducherry,36533,35254,609,20-11-2020,36533,68,102,1
Punjab,144177,133427,4556,20-11-2020,144177,782,510,15
Rajasthan,234907,212623,2116,20-11-2020,234907,2549,1844,15
Sikkim,4609,4218,95,20-11-2020,4609,32,36,0
Tamil Nadu,764989,739532,11550,20-11-2020,764989,1707,2251,19
Telangana,261728,247790,1423,20-11-2020,261728,894,1057,4
Tripura,32292,30968,365,20-11-2020,32292,75,112,1
Uttarakhand,69693,64427,1133,20-11-2020,69693,386,395,5
Uttar Pradesh,519148,488911,7480,20-11-2020,519148,2532,1690,39
West Bengal,445505,411759,7873,20-11-2020,445505,3620,3990,53
Andaman and Nicobar Islands,4617,4408,61,21-11-2020,4617,13,10,0
Andhra Pradesh,859932,837630,6920,21-11-2020,859932,1221,1829,10
Arunachal Pradesh,16001,14870,49,21-11-2020,16001,25,70,0
Assam,211204,207029,971,21-11-2020,211204,164,151,2
Bihar,228886,222420,1212,21-11-2020,228886,375,496,3
Chandigarh,16472,15096,255,21-11-2020,16472,150,133,1
Chhattisgarh,219404,196896,2691,21-11-2020,219404,1842,1427,19
Dadra and Nagar Haveli and Daman and Diu,3316,3275,2,21-11-2020,3316,9,1,0
Delhi,517238,468143,8159,21-11-2020,517238,6608,8775,118
Goa,46632,44665,672,21-11-2020,46632,152,198,2
Gujarat,194402,177515,3837,21-11-2020,194402,1420,1040,7
Haryana,212355,190067,2138,21-11-2020,212355,3104,2508,25
Himachal Pradesh,32785,25455,500,21-11-2020,32785,588,726,12
Jammu and Kashmir,105376,98076,1622,21-11-2020,105376,661,539,4
Jharkhand,107157,103624,939,21-11-2020,107157,185,189,2
Karnataka,869561,833169,11621,21-11-2020,869561,1781,2181,17
Kerala,551669,481718,1997,21-11-2020,551669,6028,6398,28
Ladakh,7787,6743,96,21-11-2020,7787,73,124,1
Lakshadweep,0,0,0,21-11-2020,0,0,0,0
Madhya Pradesh,189546,176006,3138,21-11-2020,189546,1528,917,9
Maharashtra,1768695,1642916,46511,21-11-2020,1768695,5640,6945,155
Manipur,22748,19620,232,21-11-2020,22748,200,189,1
Meghalaya,11152,10158,106,21-11-2020,11152,173,84,2
Mizoram,3607,3111,5,21-11-2020,3607,66,86,0
Nagaland,10608,9208,56,21-11-2020,10608,148,98,2
Odisha,312545,303897,1608,21-11-2020,312545,757,1101,16
Puducherry,36585,35355,609,21-11-2020,36585,52,101,0
Punjab,144995,133919,4572,21-11-2020,144995,818,492,16
Rajasthan,237669,214616,2130,21-11-2020,237669,2762,1993,14
Sikkim,4632,4271,96,21-11-2020,4632,23,53,1
Tamil Nadu,766677,741705,11568,21-11-2020,766677,1688,2173,18
Telangana,262653,249157,1426,21-11-2020,262653,925,1367,3
Tripura,32367,31084,366,21-11-2020,32367,75,116,1
Uttarakhand,70205,65562,1138,21-11-2020,70205,512,1135,5
Uttar Pradesh,521988,491131,7500,21-11-2020,521988,2840,2220,20
West Bengal,449131,415609,7923,21-11-2020,449131,3626,3850,50
Andaman and Nicobar Islands,4631,4428,61,22-11-2020,4631,14,20,0
Andhra Pradesh,861092,839395,6927,22-11-2020,861092,1160,1765,7
Arunachal Pradesh,16037,14937,49,22-11-2020,16037,36,67,0
Assam,211427,207222,973,22-11-2020,211427,223,193,2
Bihar,229177,222879,1216,22-11-2020,229177,291,459,4
Chandigarh,16591,15198,258,22-11-2020,16591,119,102,3
Chhattisgarh,221688,198316,2713,22-11-2020,221688,2284,1420,22
Dadra and Nagar Haveli and Daman and Diu,3317,3276,2,22-11-2020,3317,1,1,0
Delhi,523117,475106,8270,22-11-2020,523117,5879,6963,111
Goa,46748,44812,675,22-11-2020,46748,116,147,3
Gujarat,195917,178786,3846,22-11-2020,195917,1515,1271,9
Haryana,215021,192533,2163,22-11-2020,215021,2666,2466,25
Himachal Pradesh,33700,26112,518,22-11-2020,33700,915,657,18
Jammu and Kashmir,105984,98640,1624,22-11-2020,105984,608,564,2
Jharkhand,107332,103957,945,22-11-2020,107332,175,333,6
Karnataka,871342,834968,11641,22-11-2020,871342,1781,1799,20
Kerala,557441,488437,2022,22-11-2020,557441,5772,6719,25
Ladakh,7866,6856,98,22-11-2020,7866,79,113,2
Lakshadweep,0,0,0,22-11-2020,0,0,0,0
Madhya Pradesh,191246,176905,3149,22-11-2020,191246,1700,899,11
Maharashtra,1774455,1647004,46573,22-11-2020,1774455,5760,4088,62
Manipur,23018,19813,233,22-11-2020,23018,270,193,1
Meghalaya,11269,10236,108,22-11-2020,11269,117,78,2
Mizoram,3647,3157,5,22-11-2020,3647,40,46,0
Nagaland,10674,9242,57,22-11-2020,10674,66,34,1
Odisha,313323,304908,1625,22-11-2020,313323,778,1011,17
Puducherry,36648,35437,609,22-11-2020,36648,63,82,0
Punjab,145667,134511,4595,22-11-2020,145667,672,592,23
Rajasthan,240676,216579,2146,22-11-2020,240676,3007,1963,16
Sikkim,4691,4304,98,22-11-2020,4691,59,33,2
Tamil Nadu,768340,743838,11586,22-11-2020,768340,1663,2133,18
Telangana,263526,250453,1430,22-11-2020,263526,873,1296,4
Tripura,32415,31179,366,22-11-2020,32415,48,95,0
Uttarakhand,70790,65562,1146,22-11-2020,70790,585,0,8
Uttar Pradesh,524223,493228,7524,22-11-2020,524223,2235,2097,24
West Bengal,452770,419403,7976,22-11-2020,452770,3639,3794,53
Andaman and Nicobar Islands,4641,4440,61,23-11-2020,4641,10,12,0
Andhra Pradesh,862213,841026,6938,23-11-2020,862213,1121,1631,11
Arunachal Pradesh,16061,14972,49,23-11-2020,16061,24,35,0
Assam,211513,207397,974,23-11-2020,211513,86,175,1
Bihar,229544,223484,1221,23-11-2020,229544,367,605,5
Chandigarh,16671,15317,260,23-11-2020,16671,80,119,2
Chhattisgarh,223436,199311,2732,23-11-2020,223436,1748,995,19
Dadra and Nagar Haveli and Daman and Diu,3321,3280,2,23-11-2020,3321,4,4,0
Delhi,529863,481260,8391,23-11-2020,529863,6746,6154,121
Goa,46826,44979,677,23-11-2020,46826,78,167,2
Gujarat,197412,179953,3859,23-11-2020,197412,1495,1167,13
Haryana,217300,194768,2188,23-11-2020,217300,2279,2235,25
Himachal Pradesh,34327,26756,537,23-11-2020,34327,627,644,19
Jammu and Kashmir,106548,99219,1629,23-11-2020,106548,564,579,5
Jharkhand,107469,104229,951,23-11-2020,107469,137,272,6
Karnataka,873046,836505,11654,23-11-2020,873046,1704,1537,13
Kerala,562695,494664,2049,23-11-2020,562695,5254,6227,27
Ladakh,7939,6911,100,23-11-2020,7939,73,55,2
Lakshadweep,0,0,0,23-11-2020,0,0,0,0
Madhya Pradesh,193044,178117,3162,23-11-2020,193044,1798,1212,13
Maharashtra,1780208,1651064,46623,23-11-2020,1780208,5753,4060,50
Manipur,23400,20018,236,23-11-2020,23400,382,205,3
Meghalaya,11339,10335,110,23-11-2020,11339,70,99,2
Mizoram,3660,3192,5,23-11-2020,3660,13,35,0
Nagaland,10777,9308,59,23-11-2020,10777,103,66,2
Odisha,313961,305813,1640,23-11-2020,313961,638,905,15
Puducherry,36693,35525,609,23-11-2020,36693,45,88,0
Punjab,146346,135008,4614,23-11-2020,146346,679,497,19
Rajasthan,243936,218583,2163,23-11-2020,243936,3260,2004,17
Sikkim,4722,4345,99,23-11-2020,4722,31,41,1
Tamil Nadu,769995,745848,11605,23-11-2020,769995,1655,2010,19
Telangana,264128,251468,1433,23-11-2020,264128,602,1015,3
Tripura,32434,31269,369,23-11-2020,32434,19,90,3
Uttarakhand,71256,65733,1155,23-11-2020,71256,466,171,9
Uttar Pradesh,526780,495415,7559,23-11-2020,526780,2557,2187,35
West Bengal,456361,423129,8025,23-11-2020,456361,3591,3726,49
Andaman and Nicobar Islands,4656,4453,61,24-11-2020,4656,15,13,0
Andhra Pradesh,862758,842416,6948,24-11-2020,862758,545,1390,10
Arunachal Pradesh,16092,15036,49,24-11-2020,16092,31,64,0
Assam,211682,207528,975,24-11-2020,211682,169,131,1
Bihar,230094,224073,1227,24-11-2020,230094,550,589,6
Chandigarh,16769,15389,263,24-11-2020,16769,98,72,3
Chhattisgarh,225497,200825,2746,24-11-2020,225497,2061,1514,14
Dadra and Nagar Haveli and Daman and Diu,3325,3283,2,24-11-2020,3325,4,3,0
Delhi,534317,488476,8512,24-11-2020,534317,4454,7216,121
Goa,46901,45083,677,24-11-2020,46901,75,104,0
Gujarat,198899,181187,3876,24-11-2020,198899,1487,1234,17
Haryana,219963,197335,2216,24-11-2020,219963,2663,2567,28
Himachal Pradesh,34781,27541,560,24-11-2020,34781,454,785,23
Jammu and Kashmir,106899,99827,1641,24-11-2020,106899,351,608,12
Jharkhand,107688,104533,953,24-11-2020,107688,219,304,2
Karnataka,874555,838150,11678,24-11-2020,874555,1509,1645,24
Kerala,566452,500089,2071,24-11-2020,566452,3757,5425,22
Ladakh,7945,6985,101,24-11-2020,7945,6,74,1
Lakshadweep,0,0,0,24-11-2020,0,0,0,0
Madhya Pradesh,194745,179237,3172,24-11-2020,194745,1701,1120,10
Maharashtra,1784361,1654793,46653,24-11-2020,1784361,4153,3729,30
Manipur,23650,20374,238,24-11-2020,23650,250,356,2
Meghalaya,11397,10392,110,24-11-2020,11397,58,57,0
Mizoram,3710,3203,5,24-11-2020,3710,50,11,0
Nagaland,10852,9347,61,24-11-2020,10852,75,39,2
Odisha,314629,306726,1657,24-11-2020,314629,668,913,17
Puducherry,36718,35582,609,24-11-2020,36718,25,57,0
Punjab,147057,135739,4631,24-11-2020,147057,711,731,17
Rajasthan,247168,220871,2181,24-11-2020,247168,3232,2288,18
Sikkim,4736,4406,100,24-11-2020,4736,14,61,1
Tamil Nadu,771619,747752,11622,24-11-2020,771619,1624,1904,17
Telangana,265049,252565,1437,24-11-2020,265049,921,1097,4
Tripura,32493,31296,370,24-11-2020,32493,59,27,1
Uttarakhand,71632,66172,1162,24-11-2020,71632,376,439,7
Uttar Pradesh,528833,497475,7582,24-11-2020,528833,2053,2060,23
West Bengal,459918,426816,8072,24-11-2020,459918,3557,3687,47
Andaman and Nicobar Islands,4667,4464,61,25-11-2020,4667,11,11,0
Andhra Pradesh,863843,843863,6956,25-11-2020,863843,1085,1447,8
Arunachal Pradesh,16144,15091,49,25-11-2020,16144,52,55,0
Assam,211839,207649,976,25-11-2020,211839,157,121,1
Bihar,230845,224715,1233,25-11-2020,230845,751,642,6
Chandigarh,16848,15455,265,25-11-2020,16848,79,66,2
Chhattisgarh,227326,201744,2767,25-11-2020,227326,1829,919,21
Dadra and Nagar Haveli and Daman and Diu,3325,3286,2,25-11-2020,3325,0,3,0
Delhi,540541,493419,8621,25-11-2020,540541,6224,4943,109
Goa,47068,45168,679,25-11-2020,47068,167,85,2
Gujarat,200409,182473,3892,25-11-2020,200409,1510,1286,16
Haryana,222292,199278,2249,25-11-2020,222292,2329,1943,33
Himachal Pradesh,35729,28007,572,25-11-2020,35729,948,466,12
Jammu and Kashmir,107330,100322,1651,25-11-2020,107330,431,495,10
Jharkhand,107921,104724,955,25-11-2020,107921,233,191,2
Karnataka,876425,840099,11695,25-11-2020,876425,1870,1949,17
Kerala,571872,505238,2095,25-11-2020,571872,5420,5149,24
Ladakh,8028,7069,105,25-11-2020,8028,83,84,4
Lakshadweep,0,0,0,25-11-2020,0,0,0,0
Madhya Pradesh,196511,180349,3183,25-11-2020,196511,1766,1112,11
Maharashtra,1789800,1658879,46683,25-11-2020,1789800,5439,4086,30
Manipur,23940,20525,240,25-11-2020,23940,290,151,2
Meghalaya,11454,10451,110,25-11-2020,11454,57,59,0
Mizoram,3745,3298,5,25-11-2020,3745,35,95,0
Nagaland,10931,9397,61,25-11-2020,10931,79,50,0
Odisha,315271,307374,1671,25-11-2020,315271,642,648,14
Puducherry,36769,35671,609,25-11-2020,36769,51,89,0
Punjab,147665,136178,4653,25-11-2020,147665,608,439,22
Rajasthan,250482,223085,2200,25-11-2020,250482,3314,2214,19
Sikkim,4777,4437,102,25-11-2020,4777,41,31,2
Tamil Nadu,773176,749662,11639,25-11-2020,773176,1557,1910,17
Telangana,266042,253715,1441,25-11-2020,266042,993,1150,4
Tripura,32528,31368,370,25-11-2020,32528,35,72,0
Uttarakhand,72160,66349,1173,25-11-2020,72160,528,177,11
Uttar Pradesh,531050,499507,7615,25-11-2020,531050,2217,2032,33
West Bengal,463463,430462,8121,25-11-2020,463463,3545,3646,49
Andaman and Nicobar Islands,4677,4479,61,26-11-2020,4677,10,15,0
Andhra Pradesh,864674,845039,6962,26-11-2020,864674,831,1176,6
Arunachal Pradesh,16174,15157,49,26-11-2020,16174,30,66,0
Assam,212021,207766,978,26-11-2020,212021,182,117,2
Bihar,231539,225077,1237,26-11-2020,231539,694,362,4
Chandigarh,16925,15532,266,26-11-2020,16925,77,77,1
Chhattisgarh,229203,201744,2783,26-11-2020,229203,1877,0,16
Dadra and Nagar Haveli and Daman and Diu,3327,3290,2,26-11-2020,3327,2,4,0
Delhi,545787,498780,8720,26-11-2020,545787,5246,5361,99
Goa,47193,45229,683,26-11-2020,47193,125,61,4
Gujarat,201949,183756,3906,26-11-2020,201949,1540,1283,14
Haryana,224489,201250,2291,26-11-2020,224489,2197,1972,42
Himachal Pradesh,36566,28106,585,26-11-2020,36566,837,99,13
Jammu and Kashmir,107819,100892,1663,26-11-2020,107819,489,570,12
Jharkhand,108158,105040,958,26-11-2020,108158,237,316,3
Karnataka,878055,841432,11714,26-11-2020,878055,1630,1333,19
Kerala,578363,511008,2121,26-11-2020,578363,6491,5770,26
Ladakh,8119,7125,108,26-11-2020,8119,91,56,3
Lakshadweep,0,0,0,26-11-2020,0,0,0,0
Madhya Pradesh,198284,181345,3197,26-11-2020,198284,1773,996,14
Maharashtra,1795959,1663723,46748,26-11-2020,1795959,6159,4844,65
Manipur,24133,20640,245,26-11-2020,24133,193,115,5
Meghalaya,11513,10488,110,26-11-2020,11513,59,37,0
Mizoram,3765,3319,5,26-11-2020,3765,20,21,0
Nagaland,10991,9463,61,26-11-2020,10991,60,66,0
Odisha,316001,308102,1687,26-11-2020,316001,730,728,16
Puducherry,36820,35671,609,26-11-2020,36820,51,0,0
Punjab,148435,136622,4684,26-11-2020,148435,770,444,31
Rajasthan,253767,225229,2218,26-11-2020,253767,3285,2144,18
Sikkim,4819,4481,102,26-11-2020,4819,42,44,0
Tamil Nadu,774710,751535,11655,26-11-2020,774710,1534,1873,16
Telangana,266904,254676,1444,26-11-2020,266904,862,961,3
Tripura,32578,31441,370,26-11-2020,32578,50,73,0
Uttarakhand,72642,66799,1185,26-11-2020,72642,482,450,12
Uttar Pradesh,533355,500835,7644,26-11-2020,533355,2305,1328,29
West Bengal,466991,434067,8172,26-11-2020,466991,3528,3605,51
Andaman and Nicobar Islands,4682,4491,61,27-11-2020,4682,5,12,0
Andhra Pradesh,865705,846120,6970,27-11-2020,865705,1031,1081,8
Arunachal Pradesh,16204,15229,49,27-11-2020,16204,30,72,0
Assam,212171,207908,978,27-11-2020,212171,150,142,0
Bihar,232235,225602,1243,27-11-2020,232235,696,525,6
Chandigarh,17051,15612,270,27-11-2020,17051,126,80,4
Chhattisgarh,230956,204198,2801,27-11-2020,230956,1753,2454,18
Dadra and Nagar Haveli and Daman and Diu,3328,3293,2,27-11-2020,3328,1,3,0
Delhi,551262,503717,8811,27-11-2020,551262,5475,4937,91
Goa,47341,45340,685,27-11-2020,47341,148,111,2
Gujarat,203509,185058,3922,27-11-2020,203509,1560,1302,16
Haryana,226611,203517,2316,27-11-2020,226611,2122,2267,25
Himachal Pradesh,37497,29020,599,27-11-2020,37497,931,914,14
Jammu and Kashmir,108306,101363,1668,27-11-2020,108306,487,471,5
Jharkhand,108388,105258,961,27-11-2020,108388,230,218,3
Karnataka,879560,842499,11726,27-11-2020,879560,1505,1067,12
Kerala,583741,516978,2148,27-11-2020,583741,5378,5970,27
Ladakh,8228,7154,113,27-11-2020,8228,109,29,5
Lakshadweep,0,0,0,27-11-2020,0,0,0,0
Madhya Pradesh,199952,182544,3209,27-11-2020,199952,1668,1199,12
Maharashtra,1802365,1668538,46813,27-11-2020,1802365,6406,4815,65
Manipur,24292,20798,249,27-11-2020,24292,159,158,4
Meghalaya,11581,10524,110,27-11-2020,11581,68,36,0
Mizoram,3788,3352,5,27-11-2020,3788,23,33,0
Nagaland,11060,9595,63,27-11-2020,11060,69,132,2
Odisha,316645,308839,1704,27-11-2020,316645,644,737,17
Puducherry,36840,35687,609,27-11-2020,36840,20,16,0
Punjab,149278,137089,4710,27-11-2020,149278,843,467,26
Rajasthan,256947,227408,2237,27-11-2020,256947,3180,2179,19
Sikkim,4871,4501,102,27-11-2020,4871,52,20,0
Tamil Nadu,776174,753332,11669,27-11-2020,776174,1464,1797,14
Telangana,267665,255378,1448,27-11-2020,267665,761,702,4
Tripura,32610,31499,370,27-11-2020,32610,32,58,0
Uttarakhand,72997,67119,1196,27-11-2020,72997,355,320,11
Uttar Pradesh,535449,502353,7674,27-11-2020,535449,2094,1518,30
West Bengal,470498,437604,8224,27-11-2020,470498,3507,3537,52
Andaman and Nicobar Islands,4689,4508,61,28-11-2020,4689,7,17,0
Andhra Pradesh,866438,847325,6976,28-11-2020,866438,733,1205,6
Arunachal Pradesh,16231,15270,50,28-11-2020,16231,27,41,1
Assam,212320,208068,980,28-11-2020,212320,149,160,2
Bihar,232916,226267,1248,28-11-2020,232916,681,665,5
Chandigarh,17157,15697,270,28-11-2020,17157,106,85,0
Chhattisgarh,232835,208183,2813,28-11-2020,232835,1879,3985,12
Dadra and Nagar Haveli and Daman and Diu,3330,3301,2,28-11-2020,3330,2,8,0
Delhi,556744,509654,8909,28-11-2020,556744,5482,5937,98
Goa,47491,45492,686,28-11-2020,47491,150,152,1
Gujarat,205116,186446,3938,28-11-2020,205116,1607,1388,16
Haryana,228746,206001,2345,28-11-2020,228746,2135,2484,29
Himachal Pradesh,38327,29510,612,28-11-2020,38327,830,490,13
Jammu and Kashmir,108871,101959,1676,28-11-2020,108871,565,596,8
Jharkhand,108577,105453,962,28-11-2020,108577,189,195,1
Karnataka,881086,843950,11738,28-11-2020,881086,1526,1451,12
Kerala,587707,521522,2171,28-11-2020,587707,3966,4544,23
Ladakh,8272,7254,114,28-11-2020,8272,44,100,1
Lakshadweep,0,0,0,28-11-2020,0,0,0,0
Madhya Pradesh,201597,183696,3224,28-11-2020,201597,1645,1152,15
Maharashtra,1808550,1672627,46898,28-11-2020,1808550,6185,4089,85
Manipur,24514,21006,256,28-11-2020,24514,222,208,7
Meghalaya,11633,10606,110,28-11-2020,11633,52,82,0
Mizoram,3806,3367,5,28-11-2020,3806,18,15,0
Nagaland,11091,9805,64,28-11-2020,11091,31,210,1
Odisha,317239,309747,1718,28-11-2020,317239,594,908,14
